0.84232	0.87211	0.86124	0.82519	0.84270	0.85829	0.79352	0.28041	0.83187	0.12837	0.81780	0.51337	0.82559	0.69802	0.15918	0.76902	0.05769	0.75120	0.70937	0.62606	0.51635	0.87654	0.85880	0.62872	0.60848	0.87156	0.76841	0.49672	0.64187	0.56289	0.22545	0.81120	0.76206	0.90428	0.56881	0.58897	0.12143	0.69086	0.54956	0.91128	0.51783	0.29435	0.85364
0.85837	0.41535	0.84607	0.87489	0.86622	0.84099	0.75742	0.19209	0.35421	0.59308	0.79942	0.33008	0.27408	0.86570	0.60350	0.70568	0.66796	0.87597	0.35030	0.25654	0.20513	0.67197	0.76938	0.80952	0.17807	0.57156	0.87790	0.15013	0.78770	0.16329	0.59444	0.88143	0.73558	0.36998	0.60912	0.24707	0.30215	0.86085	0.16754	0.42596	0.49461	0.10905	0.49820
0.76191	0.49450	0.74923	0.79013	0.78962	0.74784	0.63283	0.16589	0.19406	0.48548	0.67901	0.26577	0.21043	0.80960	0.76908	0.58638	0.65520	0.81817	0.48726	0.15766	0.15919	0.53701	0.66634	0.73569	0.13648	0.67351	0.81085	0.18702	0.71511	0.15534	0.50232	0.80485	0.84208	0.22148	0.51191	0.13068	0.41944	0.82127	0.19655	0.32945	0.41035	0.12721	0.29229
0.95378	0.58442	0.94498	0.97672	0.97842	0.94109	0.80495	0.09132	0.33240	0.43718	0.86118	0.28590	0.30825	0.95336	0.65861	0.74607	0.58858	0.97867	0.51781	0.20648	0.16663	0.71859	0.85345	0.85671	0.15946	0.78047	0.97689	0.15648	0.83781	0.15071	0.47953	0.98626	0.94824	0.37019	0.59383	0.17154	0.27642	0.96113	0.17845	0.47550	0.45592	0.03652	0.45345
0.82496	0.72526	0.83173	0.82810	0.84282	0.83002	0.73273	0.22840	0.51834	0.31768	0.76308	0.41922	0.56292	0.75545	0.52905	0.67330	0.24177	0.79156	0.61209	0.43917	0.31478	0.75207	0.79699	0.68677	0.38565	0.77805	0.81232	0.32632	0.69677	0.39504	0.35055	0.82729	0.79687	0.63926	0.56725	0.40327	0.29418	0.75158	0.37916	0.70284	0.48854	0.20845	0.64944
0.96003	0.59523	0.95351	0.97641	0.97750	0.94906	0.82609	0.11879	0.39923	0.45014	0.87868	0.32277	0.36779	0.93598	0.60768	0.75972	0.52743	0.96427	0.49503	0.26877	0.19216	0.76371	0.87166	0.84756	0.20184	0.76074	0.97096	0.16845	0.83446	0.19320	0.48680	0.98281	0.89655	0.45917	0.61397	0.23800	0.25229	0.93476	0.20560	0.54518	0.48643	0.05651	0.55145
0.90081	0.82892	0.91478	0.89124	0.90681	0.91142	0.82600	0.22631	0.73946	0.18405	0.85801	0.46932	0.73132	0.77763	0.25969	0.78705	0.14937	0.82900	0.67098	0.54558	0.43613	0.87396	0.89324	0.69889	0.51475	0.87030	0.84414	0.41425	0.71005	0.47351	0.27405	0.88159	0.82322	0.81644	0.58901	0.50327	0.13789	0.77244	0.46375	0.84774	0.51317	0.22239	0.79774
0.95808	0.77350	0.96182	0.96374	0.97471	0.95908	0.83608	0.13849	0.57240	0.24072	0.88838	0.37484	0.56197	0.88337	0.42535	0.79466	0.32848	0.92734	0.64297	0.38549	0.30998	0.83164	0.90512	0.78326	0.35710	0.90185	0.93302	0.30620	0.77771	0.32605	0.33429	0.96177	0.93585	0.63095	0.58556	0.33865	0.17652	0.88435	0.34386	0.70123	0.47860	0.11761	0.64821
0.93964	0.83447	0.94836	0.94277	0.95945	0.94640	0.81985	0.15474	0.59058	0.20631	0.86783	0.40055	0.62251	0.84848	0.44815	0.77002	0.21210	0.89672	0.69931	0.43390	0.32234	0.84310	0.90170	0.74818	0.39911	0.92830	0.91166	0.34014	0.75315	0.38607	0.28761	0.93988	0.93364	0.69285	0.57759	0.37995	0.19459	0.84846	0.39272	0.76882	0.48069	0.14592	0.69119
0.94613	0.58383	0.94448	0.94944	0.94744	0.93880	0.85592	0.18593	0.57237	0.43737	0.89852	0.39452	0.48377	0.88610	0.39669	0.80531	0.46996	0.91616	0.45504	0.38825	0.30158	0.82316	0.88467	0.81556	0.31623	0.70325	0.92354	0.23430	0.80419	0.27580	0.48773	0.94752	0.78358	0.60230	0.63553	0.36873	0.17046	0.87635	0.27088	0.63846	0.52915	0.12082	0.69500
0.96598	0.84733	0.98144	0.95169	0.96532	0.97672	0.89565	0.21408	0.83136	0.16655	0.93007	0.49046	0.78479	0.82064	0.15248	0.85916	0.13745	0.87741	0.66511	0.58221	0.46898	0.94632	0.95988	0.73703	0.54660	0.89235	0.89163	0.42081	0.74770	0.48251	0.27377	0.93830	0.83532	0.89002	0.62003	0.54089	0.05895	0.81326	0.47117	0.90705	0.53623	0.20325	0.87876
0.91373	0.43975	0.91060	0.90857	0.89766	0.90238	0.86833	0.25771	0.65828	0.52404	0.89572	0.44674	0.48611	0.84843	0.23360	0.83769	0.55527	0.86948	0.32016	0.44966	0.39019	0.81847	0.86611	0.80742	0.36896	0.53915	0.87266	0.25141	0.79635	0.28319	0.56776	0.90065	0.63359	0.62804	0.66863	0.44635	0.12092	0.83441	0.26196	0.61545	0.56294	0.17121	0.74243
0.96744	0.60539	0.97384	0.95267	0.95006	0.96589	0.92287	0.25335	0.80612	0.38893	0.95089	0.49717	0.66164	0.84640	0.12803	0.88580	0.34759	0.88527	0.44045	0.55718	0.45389	0.92779	0.94421	0.79143	0.47801	0.66408	0.89898	0.32704	0.79493	0.39274	0.45838	0.93938	0.68501	0.81648	0.67872	0.54337	0.04633	0.82994	0.36051	0.79831	0.58380	0.18883	0.89035
0.95486	0.90003	0.97425	0.93893	0.95747	0.97011	0.88485	0.22375	0.84815	0.13767	0.91675	0.50797	0.83420	0.79676	0.16989	0.84531	0.04534	0.85665	0.71481	0.62034	0.47733	0.95949	0.95959	0.71131	0.57948	0.92054	0.87748	0.44781	0.72776	0.52906	0.23331	0.92459	0.83770	0.93978	0.61283	0.57349	0.07045	0.78867	0.51019	0.96063	0.53552	0.22303	0.91078
0.60238	0.86064	0.62144	0.59068	0.61442	0.62280	0.56998	0.36367	0.67520	0.10981	0.58000	0.49815	0.76771	0.50117	0.32089	0.55149	0.02304	0.54341	0.76031	0.59507	0.51174	0.66646	0.63785	0.45333	0.61324	0.81589	0.55844	0.56939	0.47428	0.62027	0.17277	0.58289	0.67730	0.77135	0.45419	0.55743	0.31440	0.50305	0.61720	0.79542	0.45093	0.41896	0.66825
0.64473	0.83024	0.66418	0.62628	0.64551	0.66421	0.62920	0.38102	0.77427	0.12719	0.63819	0.53449	0.81333	0.52157	0.19682	0.61715	0.02851	0.56462	0.70561	0.64832	0.55833	0.73030	0.68642	0.47996	0.65361	0.77800	0.58120	0.57369	0.50078	0.63228	0.20517	0.61322	0.63071	0.84957	0.49263	0.61801	0.24066	0.51658	0.61808	0.84524	0.48674	0.41930	0.76557
0.60263	0.86096	0.62172	0.59091	0.61467	0.62308	0.57021	0.36362	0.67560	0.10952	0.58024	0.49825	0.76807	0.50130	0.32058	0.55172	0.02267	0.54358	0.76053	0.59529	0.51189	0.66678	0.63815	0.45343	0.61346	0.81616	0.55862	0.56952	0.47438	0.62045	0.17255	0.58311	0.67746	0.77177	0.45431	0.55764	0.31415	0.50317	0.61733	0.79583	0.45102	0.41892	0.66862
0.84689	0.83094	0.86498	0.82741	0.84219	0.86153	0.80801	0.29533	0.85263	0.16643	0.82987	0.52849	0.82374	0.69857	0.12776	0.78018	0.07746	0.75079	0.65955	0.64210	0.52400	0.88736	0.86549	0.63733	0.61127	0.82328	0.76900	0.48563	0.65341	0.55957	0.25743	0.81209	0.72098	0.91858	0.58640	0.60955	0.10885	0.68850	0.53672	0.91377	0.53573	0.29790	0.88594
0.93886	0.56820	0.94136	0.93209	0.92890	0.93413	0.88126	0.23545	0.69789	0.42083	0.91178	0.45461	0.56984	0.85103	0.23209	0.84424	0.42659	0.88302	0.43085	0.48095	0.39991	0.86031	0.90055	0.79428	0.41085	0.65388	0.89063	0.29217	0.79007	0.33700	0.48041	0.92353	0.70837	0.70204	0.65575	0.46564	0.10649	0.83911	0.31876	0.70420	0.55467	0.17085	0.78180
0.91713	0.78571	0.93212	0.89877	0.90861	0.92695	0.87306	0.26424	0.86384	0.21142	0.89957	0.51785	0.78843	0.77205	0.09335	0.84456	0.16183	0.82320	0.60376	0.61575	0.50665	0.92527	0.92078	0.70711	0.57507	0.80984	0.83633	0.43792	0.71575	0.50156	0.30855	0.88296	0.74054	0.90212	0.62205	0.58558	0.06140	0.76060	0.48300	0.89375	0.54963	0.24640	0.90006
0.72525	0.27172	0.70475	0.75700	0.74443	0.70128	0.61553	0.20105	0.11861	0.67182	0.65520	0.25198	0.06807	0.81213	0.79609	0.57469	0.85701	0.80073	0.30746	0.10864	0.13261	0.47220	0.61394	0.76320	0.06094	0.46688	0.78837	0.10638	0.73335	0.06778	0.65105	0.77388	0.71773	0.09973	0.53920	0.09780	0.44955	0.82079	0.09328	0.18898	0.43098	0.12568	0.23801
0.72637	0.34611	0.71393	0.73966	0.72721	0.70936	0.66077	0.27093	0.35215	0.61204	0.68961	0.35379	0.26379	0.74791	0.54740	0.62594	0.70030	0.75012	0.31266	0.27917	0.27102	0.57101	0.65411	0.71617	0.22525	0.47422	0.74546	0.21605	0.69612	0.20333	0.60529	0.74548	0.61921	0.32983	0.56508	0.27837	0.34408	0.74548	0.21645	0.36482	0.47788	0.20109	0.44426
0.87279	0.34303	0.85776	0.89024	0.87631	0.85151	0.77487	0.19123	0.34134	0.65169	0.81692	0.32572	0.22954	0.88967	0.59320	0.72350	0.74350	0.89491	0.29090	0.23751	0.19865	0.66731	0.77529	0.83761	0.15081	0.51320	0.89464	0.11937	0.81388	0.12548	0.64756	0.89733	0.71271	0.33526	0.62725	0.23187	0.28850	0.88444	0.12811	0.38679	0.50424	0.09359	0.49137
0.91179	0.71869	0.91896	0.90909	0.91847	0.91477	0.82605	0.21175	0.63396	0.31468	0.86028	0.43812	0.61298	0.81783	0.37604	0.77516	0.26816	0.85923	0.58078	0.47623	0.36173	0.84096	0.88128	0.74355	0.41897	0.78615	0.87690	0.32831	0.75058	0.38985	0.37033	0.90364	0.80375	0.71560	0.60977	0.44307	0.17906	0.81107	0.37545	0.75653	0.51973	0.17913	0.74333
0.90938	0.50876	0.90138	0.92703	0.92499	0.89630	0.79015	0.15171	0.36587	0.52095	0.83466	0.32633	0.32239	0.90340	0.62374	0.73121	0.58157	0.92164	0.44461	0.26384	0.19703	0.71421	0.82101	0.82716	0.19158	0.66721	0.92659	0.16164	0.81325	0.18286	0.53051	0.93424	0.82850	0.40988	0.60792	0.24022	0.28226	0.90370	0.18937	0.48854	0.48511	0.08317	0.51355
0.96847	0.17249	0.95204	0.96732	0.93474	0.93968	0.93650	0.24665	0.62086	0.74367	0.96780	0.40939	0.30570	0.94568	0.16575	0.91477	0.89325	0.94817	0.07438	0.35364	0.35384	0.80337	0.88084	0.91977	0.24988	0.34221	0.93437	0.12454	0.88815	0.11752	0.77869	0.96147	0.54665	0.48229	0.72725	0.37642	0.06180	0.92736	0.10368	0.44100	0.59630	0.10185	0.70085
