64642:1.0	0.7276502423177547	0.2267979712727829	0.42834510553618915	0.42834510553618915	0.0023797475471159344	0.38527252120048555	0.6544807908076364	0.42834510553618915	0.7276502423177547	0.7276502423177547	0.7276502423177547	0.2803436434099056	0.8089998707092829	0.47623310602349234	0.8089998707092829	0.057187894164379895	0.42834510553618915	0.7276502423177547	0.7276502423177547	0.6544807908076364	0.42834510553618915	0.7276502423177547	0.5886689519566419	0.34653113499773114	0.7276502423177547	0.38527252120048555	0.7276502423177547	0.42834510553618915	0.38527252120048555	4.948447602952899e-07	0.5886689519566419	0.7276502423177547	0.7276502423177547	0.03742837819732678	0.7276502423177547	0.7276502423177547	0.5886689519566419	0.8089998707092829
1667:0.7276502423177547	1.0	0.2521534643517457	0.47623310602349234	0.47623310602349234	0.0026457978654761557	0.34653113499773114	0.7276502423177547	0.47623310602349234	0.8089998707092829	0.8089998707092829	1.0	0.31168541983903225	0.8994442009981958	0.6544807908076364	0.8994442009981958	0.06358136958458707	0.47623310602349234	0.8089998707092829	1.0	0.8994442009981958	0.47623310602349234	0.8089998707092829	0.6544807908076364	0.38527252120048555	0.8089998707092829	0.42834510553618915	0.8089998707092829	0.47623310602349234	0.42834510553618915	4.450852500419411e-07	0.6544807908076364	0.8089998707092829	0.8089998707092829	0.041612785046353136	0.8089998707092829	0.8089998707092829	0.6544807908076364	0.8994442009981958
50436:0.2267979712727829	0.2521534643517457	1.0	0.14843491559217858	0.14843491559217858	0.0015574990565589688	0.1335089240550417	0.2267979712727829	0.14843491559217858	0.2521534643517457	0.2521534643517457	0.2521534643517457	0.12008382752281577	0.2803436434099056	0.16502959875381565	0.2803436434099056	0.030279553122495494	0.18347952943680904	0.2521534643517457	0.2521534643517457	0.2803436434099056	0.14843491559217858	0.2521534643517457	0.20399212005946	0.14843491559217858	0.2521534643517457	0.1335089240550417	0.2521534643517457	0.18347952943680904	0.2521534643517457	2.1196433107271628e-07	0.20399212005946	0.2521534643517457	0.2521534643517457	0.01603226260898234	0.2521534643517457	0.2521534643517457	0.20399212005946	0.2803436434099056
48777:0.42834510553618915	0.47623310602349234	0.14843491559217858	1.0	0.34653113499773114	0.003636084634629688	0.2521534643517457	0.42834510553618915	0.42834510553618915	0.47623310602349234	0.47623310602349234	0.47623310602349234	0.2803436434099056	0.5294748751450871	0.31168541983903225	0.5294748751450871	0.057187894164379895	0.34653113499773114	0.47623310602349234	0.47623310602349234	0.42834510553618915	0.34653113499773114	0.47623310602349234	0.47623310602349234	0.42834510553618915	0.47623310602349234	0.38527252120048555	0.47623310602349234	0.2803436434099056	0.31168541983903225	6.116747087504968e-07	0.47623310602349234	0.47623310602349234	0.47623310602349234	0.03742837819732678	0.47623310602349234	0.47623310602349234	0.47623310602349234	0.5294748751450871
10506:0.42834510553618915	0.47623310602349234	0.14843491559217858	0.34653113499773114	1.0	0.0019252154579375235	0.38527252120048555	0.42834510553618915	0.34653113499773114	0.47623310602349234	0.47623310602349234	0.47623310602349234	0.2267979712727829	0.5294748751450871	0.31168541983903225	0.5294748751450871	0.046264998985119495	0.2803436434099056	0.47623310602349234	0.47623310602349234	0.42834510553618915	0.2803436434099056	0.47623310602349234	0.38527252120048555	0.2803436434099056	0.47623310602349234	0.2521534643517457	0.47623310602349234	0.2803436434099056	0.2521534643517457	4.948447602952899e-07	0.5886689519566419	0.47623310602349234	0.47623310602349234	0.030279553122495494	0.47623310602349234	0.47623310602349234	0.5886689519566419	0.5294748751450871
33293:0.0023797475471159344	0.0026457978654761557	0.0015574990565589688	0.003636084634629688	0.0019252154579375235	1.0	0.0014008834944821264	0.0023797475471159344	0.0023797475471159344	0.0026457978654761557	0.0032704552389563163	0.0026457978654761557	0.002941591999303427	0.002941591999303427	0.001731623879313991	0.002941591999303427	0.00048544974734247913	0.002941591999303427	0.0026457978654761557	0.0026457978654761557	0.0023797475471159344	0.0019252154579375235	0.0026457978654761557	0.0026457978654761557	0.002941591999303427	0.0026457978654761557	0.0032704552389563163	0.0026457978654761557	0.0015574990565589688	0.0026457978654761557	3.498038850705135e-08	0.0026457978654761557	0.0026457978654761557	0.0032704552389563163	0.0014008834944821264	0.0026457978654761557	0.0026457978654761557	0.0021404501310931076	0.002941591999303427
654:0.38527252120048555	0.34653113499773114	0.1335089240550417	0.2521534643517457	0.38527252120048555	0.0014008834944821264	1.0	0.31168541983903225	0.2521534643517457	0.34653113499773114	0.34653113499773114	0.34653113499773114	0.20399212005946	0.38527252120048555	0.2267979712727829	0.38527252120048555	0.041612785046353136	0.2521534643517457	0.34653113499773114	0.34653113499773114	0.31168541983903225	0.20399212005946	0.34653113499773114	0.2803436434099056	0.20399212005946	0.34653113499773114	0.18347952943680904	0.34653113499773114	0.2521534643517457	0.18347952943680904	4.450852500419411e-07	0.42834510553618915	0.34653113499773114	0.42834510553618915	0.02723476846484539	0.34653113499773114	0.34653113499773114	0.42834510553618915	0.38527252120048555
30861:0.6544807908076364	0.7276502423177547	0.2267979712727829	0.42834510553618915	0.42834510553618915	0.0023797475471159344	0.31168541983903225	1.0	0.42834510553618915	0.7276502423177547	0.7276502423177547	0.7276502423177547	0.2803436434099056	0.8089998707092829	0.47623310602349234	0.8089998707092829	0.057187894164379895	0.42834510553618915	0.7276502423177547	0.7276502423177547	0.6544807908076364	0.42834510553618915	0.7276502423177547	0.5886689519566419	0.34653113499773114	0.7276502423177547	0.38527252120048555	0.7276502423177547	0.42834510553618915	0.38527252120048555	4.0032934710005624e-07	0.5886689519566419	0.7276502423177547	0.7276502423177547	0.03742837819732678	0.7276502423177547	0.7276502423177547	0.5886689519566419	0.8089998707092829
11153:0.42834510553618915	0.47623310602349234	0.14843491559217858	0.42834510553618915	0.34653113499773114	0.0023797475471159344	0.2521534643517457	0.42834510553618915	1.0	0.47623310602349234	0.47623310602349234	0.47623310602349234	0.2267979712727829	0.5294748751450871	0.31168541983903225	0.5294748751450871	0.046264998985119495	0.34653113499773114	0.5886689519566419	0.47623310602349234	0.42834510553618915	0.2803436434099056	0.5886689519566419	0.47623310602349234	0.2803436434099056	0.47623310602349234	0.31168541983903225	0.47623310602349234	0.2803436434099056	0.31168541983903225	3.23866390045077e-07	0.38527252120048555	0.47623310602349234	0.47623310602349234	0.030279553122495494	0.5886689519566419	0.5886689519566419	0.38527252120048555	0.5294748751450871
64149:0.7276502423177547	0.8089998707092829	0.2521534643517457	0.47623310602349234	0.47623310602349234	0.0026457978654761557	0.34653113499773114	0.7276502423177547	0.47623310602349234	1.0	0.8089998707092829	0.8089998707092829	0.31168541983903225	0.8994442009981958	0.5294748751450871	0.8994442009981958	0.06358136958458707	0.5886689519566419	0.8089998707092829	0.8089998707092829	0.7276502423177547	0.47623310602349234	0.8089998707092829	0.6544807908076364	0.47623310602349234	0.8089998707092829	0.42834510553618915	0.8089998707092829	0.47623310602349234	0.42834510553618915	4.450852500419411e-07	0.6544807908076364	0.8089998707092829	0.8089998707092829	0.041612785046353136	0.8089998707092829	0.8089998707092829	0.6544807908076364	0.8994442009981958
