0.63948	0.82731	0.14182	0.14030	0.30216	0.40688	0.12974	0.91719	0.53656	0.84660	0.32329	0.85459	0.53456	0.74466	0.06347	0.23657	0.42171	0.23657	0.28900	0.23657	0.16137	0.87484	0.57952	0.06171	0.30829	0.87234	0.88776	0.31807	0.80958	0.84919	0.90817	0.53525	0.08237	0.47434	0.89746	0.14182	0.68141	0.07342	0.08704
0.46780	0.94303	0.01354	0.01301	0.58091	0.63233	0.50476	0.29658	0.50464	0.91356	0.25866	0.97628	0.56748	0.69893	0.08052	0.69885	0.82907	0.69885	0.75999	0.69885	0.02302	0.36117	0.47596	0.15847	0.73655	0.89032	0.94313	0.69598	0.91662	0.93531	0.95985	0.77058	0.41618	0.56410	0.95695	0.01354	0.19079	0.32889	0.53045
0.50946	0.92888	0.03630	0.03469	0.50419	0.53155	0.45331	0.54638	0.53568	0.90304	0.26616	0.95633	0.55978	0.75713	0.01672	0.53498	0.71621	0.53498	0.57400	0.53498	0.05103	0.55782	0.59535	0.16025	0.62396	0.90346	0.93046	0.56303	0.89621	0.89753	0.98204	0.61975	0.33097	0.53775	0.96112	0.03630	0.36919	0.25299	0.40484
0.52349	0.91274	0.07692	0.07742	0.41115	0.56976	0.30438	0.54097	0.53485	0.88047	0.43741	0.93261	0.53812	0.73720	0.11969	0.46596	0.61050	0.46596	0.61170	0.46596	0.09779	0.64556	0.51051	0.04729	0.60495	0.87339	0.91506	0.44642	0.85366	0.92970	0.94400	0.70951	0.18594	0.48306	0.95395	0.07692	0.48965	0.20611	0.29434
0.50946	0.92888	0.03630	0.03469	0.50419	0.53155	0.45331	0.54638	0.53568	0.90304	0.26616	0.95633	0.55978	0.75713	0.01672	0.53498	0.71621	0.53498	0.57400	0.53498	0.05103	0.55782	0.59535	0.16025	0.62396	0.90346	0.93046	0.56303	0.89621	0.89753	0.98204	0.61975	0.33097	0.53775	0.96112	0.03630	0.36919	0.25299	0.40484
0.36856	0.03891	0.72507	0.72586	0.35209	0.32877	0.39383	0.37729	0.34392	0.05937	0.53254	0.01244	0.32377	0.17069	0.71928	0.31233	0.18663	0.31233	0.27182	0.31233	0.71422	0.35244	0.30729	0.63456	0.24841	0.06115	0.03356	0.29882	0.06408	0.05440	0.00245	0.26192	0.48593	0.33592	0.01162	0.72507	0.48290	0.55211	0.42044
0.36419	0.65372	0.16174	0.15819	0.84553	0.60570	0.72745	0.09492	0.44037	0.70843	0.02435	0.70511	0.57307	0.50166	0.12363	0.82566	0.95761	0.82566	0.69629	0.82566	0.15058	0.07320	0.40752	0.61428	0.70298	0.62632	0.64349	0.72161	0.66424	0.58716	0.69741	0.64266	0.69946	0.58003	0.62081	0.16174	0.05081	0.57390	0.73606
0.45279	0.93441	0.02182	0.02105	0.59122	0.64301	0.50876	0.28312	0.49134	0.90891	0.26267	0.95643	0.56876	0.67892	0.07514	0.69759	0.83619	0.69759	0.76268	0.69759	0.03024	0.35959	0.43349	0.18832	0.73919	0.87059	0.92390	0.68458	0.91191	0.92008	0.95028	0.80924	0.42548	0.56775	0.93574	0.02182	0.20128	0.36524	0.54034
0.41155	0.87907	0.07494	0.07449	0.55123	0.54711	0.76036	0.29628	0.51338	0.77530	0.40581	0.88553	0.49763	0.72357	0.12290	0.66398	0.78129	0.66398	0.71760	0.66398	0.08779	0.36312	0.64456	0.23197	0.86131	0.79196	0.81630	0.68994	0.82670	0.81171	0.89222	0.54105	0.52759	0.57556	0.88825	0.07494	0.24174	0.39994	0.64613
0.58567	0.73911	0.20819	0.20491	0.30574	0.35269	0.21511	0.98565	0.52133	0.76187	0.32610	0.74803	0.51549	0.67278	0.05866	0.16908	0.37029	0.16908	0.16522	0.16908	0.22698	0.89797	0.62022	0.19794	0.26152	0.77600	0.76464	0.22250	0.71471	0.71331	0.83163	0.45541	0.14505	0.42037	0.78725	0.20819	0.73411	0.17077	0.12563
